month,game,avg_viewers,viewers_gain,viewers_pct_gain,peak_viewers,avg_streams,streams_gain,streams_pct_gain,peak_streams,hours_watched,peak_players,peak_gain,peak_pct_gain,avg_players,avg_pct_gain,trends_score
2023-07-01,fall_guys,4136.0,-951.0,-18.7,117244.0,260.0,-27.0,-9.4,496.0,3060000.0,4015.0,-565.0,-12.3,2836.0,-6.5,
2023-08-01,fall_guys,3799.0,-337.0,-8.1,55393.0,215.0,-45.0,-17.3,471.0,2720000.0,3806.0,-209.0,-5.2,2619.0,-7.7,
2023-09-01,fall_guys,2510.0,-1289.0,-33.9,39426.0,179.0,-36.0,-16.7,392.0,1860000.0,3674.0,-132.0,-3.5,2179.0,-16.8,
2023-10-01,fall_guys,2429.0,-81.0,-3.2,45123.0,154.0,-25.0,-14.0,311.0,1750000.0,3327.0,-347.0,-9.4,2024.0,-7.1,
2023-11-01,fall_guys,2370.0,-59.0,-2.4,55906.0,149.0,-5.0,-3.2,713.0,1760000.0,2732.0,-595.0,-17.9,1780.0,-12.1,
2023-12-01,fall_guys,2780.0,410.0,17.3,72284.0,173.0,24.0,16.0,358.0,2020000.0,4027.0,1295.0,47.4,1742.0,-2.1,
2024-01-01,fall_guys,2848.0,68.0,2.4,88311.0,164.0,-9.0,-5.0,351.0,1980000.0,2848.0,-1179.0,-29.3,1736.0,-0.3,
2024-02-01,fall_guys,2896.0,48.0,1.7,79943.0,164.0,,,586.0,2150000.0,2328.0,-520.0,-18.3,1486.0,-14.4,
2024-03-01,fall_guys,2187.0,-709.0,-24.5,126609.0,134.0,-30.0,-18.3,280.0,1570000.0,2728.0,400.0,17.2,1411.0,-5.0,
2024-04-01,fall_guys,1760.0,-427.0,-20.0,41305.0,128.0,-6.0,-4.5,266.0,1310000.0,2026.0,-702.0,-25.7,1262.0,-10.6,
2024-05-01,fall_guys,1819.0,59.0,3.4,45997.0,130.0,2.0,1.6,385.0,1310000.0,2008.0,-18.0,-0.9,1257.0,-0.4,
2024-06-01,fall_guys,2114.0,295.0,16.2,53924.0,132.0,2.0,1.5,258.0,1570000.0,1893.0,-115.0,-5.7,1280.0,1.8,
2024-07-01,fall_guys,2580.0,466.0,22.0,67191.0,154.0,22.0,17.0,433.0,1880000.0,1954.0,61.0,3.2,1314.0,2.7,
2024-08-01,fall_guys,2192.0,-388.0,-15.0,37791.0,121.0,-33.0,-21.4,267.0,1560000.0,2500.0,546.0,27.9,1552.0,18.1,
2024-09-01,fall_guys,1952.0,-240.0,-10.9,43997.0,97.0,-24.0,-19.8,248.0,1430000.0,2120.0,-380.0,-15.2,1265.0,-18.5,
2024-10-01,fall_guys,1461.0,-491.0,-25.2,48926.0,81.0,-16.0,-16.5,213.0,1050000.0,1750.0,-370.0,-17.5,1032.0,-18.4,
2024-11-01,fall_guys,1484.0,23.0,1.6,42556.0,77.0,-4.0,-4.9,266.0,1100000.0,1414.0,-336.0,-19.2,878.0,-14.9,
2024-12-01,fall_guys,1937.0,453.0,30.5,49155.0,82.0,5.0,6.5,198.0,1440000.0,1647.0,233.0,16.5,847.0,-3.5,
2025-01-01,fall_guys,1504.0,-433.0,-22.4,36281.0,82.0,,,183.0,1010000.0,1321.0,-326.0,-19.8,847.0,0.0,
2025-02-01,fall_guys,1413.0,-91.0,-6.1,43933.0,76.0,-6.0,-7.0,162.0,1050000.0,1300.0,-21.0,-1.6,814.0,-3.9,
2025-03-01,fall_guys,1524.0,111.0,8.0,35319.0,87.0,11.0,14.5,216.0,1100000.0,1113.0,-187.0,-14.4,703.0,-13.6,
2025-04-01,fall_guys,1258.0,-266.0,-17.5,33896.0,79.0,-8.0,-9.2,164.0,936000.0,1289.0,176.0,15.8,769.0,9.4,
2025-05-01,fall_guys,1535.0,277.0,22.0,46103.0,80.0,1.0,1.3,229.0,1110000.0,1128.0,-161.0,-12.5,691.0,-10.1,
2025-06-01,fall_guys,1797.0,262.0,17.1,100725.0,79.0,-1.0,-1.3,186.0,1340000.0,1246.0,118.0,10.5,713.0,3.2,
2025-07-01,fall_guys,1106.0,-691.0,-38.5,61270.0,82.0,3.0,3.8,166.0,822000.0,1154.0,-92.0,-7.4,694.0,-2.7,
2025-08-01,fall_guys,1073.0,-33.0,-3.0,38331.0,65.0,-17.0,-20.7,157.0,773000.0,1195.0,41.0,3.6,731.0,5.3,
2025-09-01,fall_guys,695.0,-378.0,-35.2,29475.0,53.0,-12.0,-18.5,137.0,517000.0,1053.0,-142.0,-11.9,619.0,-15.3,
2025-10-01,fall_guys,806.0,111.0,16.0,50623.0,54.0,1.0,1.9,189.0,581000.0,1023.0,-30.0,-2.8,557.0,-10.0,
2025-11-01,fall_guys,989.0,183.0,22.7,41381.0,53.0,-1.0,-2.0,117.0,736000.0,1015.0,-8.0,-0.8,553.0,-0.7,
2025-12-01,fall_guys,1010.0,21.0,2.1,35436.0,64.0,11.0,20.8,144.0,710000.0,999.0,-16.0,-1.6,559.0,1.1,
2026-01-01,fall_guys,1879.0,869.0,86.0,251855.0,60.0,-4.0,-6.3,139.0,1260000.0,1136.0,137.0,13.7,629.0,12.5,
2026-02-01,fall_guys,3445.0,1566.0,83.3,115145.0,65.0,5.0,8.3,171.0,2560000.0,945.0,-191.0,-16.8,557.0,-11.4,
2026-03-01,fall_guys,1856.0,-1589.0,-46.1,76350.0,61.0,-4.0,-6.2,162.0,1070000.0,939.0,-6.0,-0.6,564.0,1.3,
2026-04-01,fall_guys,,,,,,,,,,937.0,-2.0,-0.2,555.0,-1.6,
2023-08-01,lethal_company,,,,,,,,,,,,,,,0.0
2023-09-01,lethal_company,1415.0,,,38927.0,7.0,,,81.0,537000.0,,,,,,0.0
2023-10-01,lethal_company,23713.0,22298.0,1600.0,180755.0,653.0,646.0,9200.0,3601.0,17000000.0,4100.0,,,968.0,,0.0
2023-11-01,lethal_company,36678.0,12965.0,54.7,143794.0,1525.0,872.0,134.0,4718.0,27100000.0,184015.0,179915.0,4388.2,38932.0,3921.9,51.0
2023-12-01,lethal_company,22528.0,-14150.0,-38.6,100554.0,1147.0,-378.0,-25.0,3774.0,16500000.0,240817.0,56802.0,30.9,107668.0,176.6,100.0
2024-01-01,lethal_company,7137.0,-15391.0,-68.3,59866.0,566.0,-581.0,-51.0,1751.0,4960000.0,204347.0,-36470.0,-15.1,94360.0,-12.4,73.0
2024-02-01,lethal_company,4337.0,-2800.0,-39.2,72075.0,327.0,-239.0,-42.2,1124.0,3220000.0,106658.0,-97689.0,-47.8,51308.0,-45.6,34.0
2024-03-01,lethal_company,5490.0,1153.0,26.6,69914.0,269.0,-58.0,-17.7,825.0,3930000.0,73240.0,-33418.0,-31.3,26754.0,-47.9,18.0
2024-04-01,lethal_company,2131.0,-3359.0,-61.0,36842.0,167.0,-102.0,-37.9,530.0,1590000.0,53155.0,-20085.0,-27.4,23945.0,-10.5,21.0
2024-05-01,lethal_company,1684.0,-447.0,-21.0,40429.0,144.0,-23.0,-13.8,435.0,1210000.0,29986.0,-23169.0,-43.6,13737.0,-42.6,11.0
2024-06-01,lethal_company,2243.0,559.0,33.2,51234.0,150.0,6.0,4.2,412.0,1670000.0,22182.0,-7804.0,-26.0,12035.0,-12.4,12.0
2024-07-01,lethal_company,2880.0,637.0,28.4,54003.0,177.0,27.0,18.0,722.0,2110000.0,29213.0,7031.0,31.7,14274.0,18.6,12.0
2024-08-01,lethal_company,2462.0,-418.0,-14.5,48760.0,181.0,4.0,2.3,552.0,1760000.0,44040.0,14827.0,50.8,16508.0,15.7,14.0
2024-09-01,lethal_company,2395.0,-67.0,-2.7,47529.0,170.0,-11.0,-6.1,566.0,1750000.0,35021.0,-9019.0,-20.5,15875.0,-3.8,12.0
2024-10-01,lethal_company,1830.0,-565.0,-23.6,24968.0,149.0,-21.0,-12.4,701.0,1320000.0,27158.0,-7863.0,-22.5,13537.0,-14.7,11.0
2024-11-01,lethal_company,2331.0,501.0,27.4,35104.0,130.0,-19.0,-12.8,359.0,1730000.0,28179.0,1021.0,3.8,14361.0,6.1,11.0
2024-12-01,lethal_company,2933.0,602.0,25.8,43629.0,178.0,48.0,36.9,537.0,2170000.0,25729.0,-2450.0,-8.7,13110.0,-8.7,11.0
2025-01-01,lethal_company,2077.0,-856.0,-29.2,30095.0,170.0,-8.0,-4.5,515.0,1380000.0,36121.0,10392.0,40.4,17520.0,33.6,14.0
2025-02-01,lethal_company,835.0,-1242.0,-59.8,17058.0,92.0,-78.0,-46.0,403.0,619000.0,31361.0,-4760.0,-13.2,15472.0,-11.7,12.0
2025-03-01,lethal_company,449.0,-386.0,-46.0,17221.0,43.0,-49.0,-53.3,135.0,323000.0,22692.0,-8669.0,-27.6,8928.0,-42.3,9.0
2025-04-01,lethal_company,443.0,-6.0,-1.3,5827.0,39.0,-4.0,-9.3,115.0,330000.0,10207.0,-12485.0,-55.0,4491.0,-49.7,5.0
2025-05-01,lethal_company,914.0,471.0,106.0,40477.0,56.0,17.0,43.6,196.0,658000.0,7790.0,-2417.0,-23.7,3833.0,-14.7,4.0
2025-06-01,lethal_company,489.0,-425.0,-46.5,19022.0,40.0,-16.0,-28.6,129.0,364000.0,16935.0,9145.0,117.4,6128.0,59.9,6.0
2025-07-01,lethal_company,382.0,-107.0,-21.9,16057.0,40.0,,,128.0,284000.0,7059.0,-9876.0,-58.3,4271.0,-30.3,4.0
2025-08-01,lethal_company,629.0,247.0,64.7,46895.0,37.0,-3.0,-7.5,122.0,453000.0,6568.0,-491.0,-7.0,3974.0,-7.0,4.0
2025-09-01,lethal_company,653.0,24.0,3.8,55076.0,47.0,10.0,27.0,218.0,486000.0,7004.0,436.0,6.6,3350.0,-15.7,3.0
2025-10-01,lethal_company,478.0,-175.0,-26.8,13734.0,41.0,-6.0,-12.8,237.0,344000.0,8721.0,1717.0,24.5,4094.0,22.2,5.0
2025-11-01,lethal_company,601.0,123.0,25.7,18473.0,37.0,-4.0,-10.0,103.0,447000.0,8398.0,-323.0,-3.7,4278.0,4.5,4.0
2025-12-01,lethal_company,569.0,-32.0,-5.3,8649.0,44.0,7.0,18.9,129.0,407000.0,8812.0,414.0,4.9,4431.0,3.6,5.0
2026-01-01,lethal_company,367.0,-202.0,-35.5,14468.0,39.0,-5.0,-11.4,150.0,247000.0,10149.0,1337.0,15.2,5018.0,13.2,5.0
2026-02-01,lethal_company,378.0,11.0,3.0,6340.0,38.0,-1.0,-2.6,116.0,282000.0,7952.0,-2197.0,-21.6,4139.0,-17.5,4.0
2026-03-01,lethal_company,1609.0,1231.0,326.0,17801.0,71.0,33.0,86.8,258.0,926000.0,9286.0,1334.0,16.8,3696.0,-10.7,4.0
2021-06-01,vampire_survivors,,,,,,,,,,,,,,,0.0
2021-07-01,vampire_survivors,,,,,,,,,,,,,,,0.0
2021-08-01,vampire_survivors,,,,,,,,,,,,,,,0.0
2021-09-01,vampire_survivors,,,,,,,,,,,,,,,0.0
2021-10-01,vampire_survivors,,,,,,,,,,,,,,,0.0
2021-11-01,vampire_survivors,,,,,,,,,,,,,,,0.0
2021-12-01,vampire_survivors,13096.0,,,140405.0,81.0,,,306.0,6550000.0,12.0,,,,,0.0
2022-01-01,vampire_survivors,11905.0,-1191.0,-9.1,66175.0,147.0,66.0,81.5,345.0,7930000.0,50862.0,50850.0,423750.0,,,31.0
2022-02-01,vampire_survivors,2495.0,-9410.0,-79.0,81532.0,58.0,-89.0,-60.5,161.0,1820000.0,77061.0,26199.0,51.5,,,87.0
2022-03-01,vampire_survivors,6242.0,3747.0,150.0,92803.0,94.0,36.0,62.1,212.0,4490000.0,58339.0,-18722.0,-24.3,,,56.0
2022-04-01,vampire_survivors,2448.0,-3794.0,-60.8,84489.0,63.0,-31.0,-33.0,138.0,1820000.0,68866.0,10527.0,18.0,,,77.0
2022-05-01,vampire_survivors,1186.0,-1262.0,-51.6,26627.0,39.0,-24.0,-38.1,101.0,853000.0,48197.0,-20669.0,-30.0,,,59.0
2022-06-01,vampire_survivors,598.0,-588.0,-49.6,10083.0,27.0,-12.0,-30.8,74.0,442000.0,34711.0,-13486.0,-28.0,,,41.0
2022-07-01,vampire_survivors,290.0,-308.0,-51.5,8214.0,19.0,-8.0,-29.6,56.0,216000.0,21119.0,-13592.0,-39.2,,,28.0
2022-08-01,vampire_survivors,176.0,-114.0,-39.0,3910.0,13.0,-6.0,-31.6,32.0,126000.0,20815.0,-304.0,-1.4,,,29.0
2022-09-01,vampire_survivors,1707.0,1531.0,870.0,37120.0,26.0,13.0,100.0,125.0,1250000.0,12961.0,-7854.0,-37.7,,,22.0
2022-10-01,vampire_survivors,533.0,-1174.0,-68.8,22260.0,35.0,9.0,35.0,90.0,383000.0,35413.0,22452.0,173.2,11487.0,,34.0
2022-11-01,vampire_survivors,887.0,354.0,66.4,14944.0,37.0,2.0,5.7,137.0,659000.0,18545.0,-16868.0,-47.6,9709.0,-15.5,40.0
2022-12-01,vampire_survivors,1149.0,262.0,29.5,13116.0,43.0,6.0,16.2,104.0,846000.0,27925.0,9380.0,50.6,13460.0,38.6,91.0
2023-01-01,vampire_survivors,227.0,-922.0,-80.2,12120.0,23.0,-20.0,-46.5,57.0,151000.0,21408.0,-6517.0,-23.3,13708.0,1.8,100.0
2023-02-01,vampire_survivors,160.0,-67.0,-29.5,6588.0,16.0,-7.0,-30.4,37.0,118000.0,16215.0,-5193.0,-24.3,9318.0,-32.0,59.0
2023-03-01,vampire_survivors,494.0,334.0,209.0,23256.0,28.0,12.0,75.0,126.0,355000.0,10055.0,-6160.0,-38.0,6641.0,-28.7,42.0
2023-04-01,vampire_survivors,97.0,-397.0,-80.0,15360.0,14.0,-14.0,-50.0,40.0,72500.0,28583.0,18528.0,184.3,10841.0,63.2,56.0
2023-05-01,vampire_survivors,96.0,-1.0,-1.0,10708.0,11.0,-3.0,-21.4,35.0,69200.0,10720.0,-17863.0,-62.5,5635.0,-48.0,31.0
2023-06-01,vampire_survivors,150.0,54.0,56.3,3527.0,13.0,2.0,18.2,31.0,111000.0,7697.0,-3023.0,-28.2,4735.0,-16.0,29.0
2023-07-01,vampire_survivors,533.0,383.0,255.0,50765.0,22.0,9.0,69.2,61.0,394000.0,10348.0,2651.0,34.4,6031.0,27.4,36.0
2023-08-01,vampire_survivors,1107.0,574.0,108.0,32621.0,22.0,,,50.0,795000.0,18734.0,8386.0,81.0,8647.0,43.4,68.0
2023-09-01,vampire_survivors,240.0,-867.0,-78.3,10562.0,18.0,-4.0,-18.2,47.0,178000.0,17460.0,-1274.0,-6.8,8057.0,-6.8,63.0
2023-10-01,vampire_survivors,178.0,-62.0,-25.8,9853.0,15.0,-3.0,-16.7,39.0,128000.0,12127.0,-5333.0,-30.5,6846.0,-15.0,49.0
2023-11-01,vampire_survivors,454.0,276.0,155.0,16827.0,20.0,5.0,33.3,89.0,337000.0,9207.0,-2920.0,-24.1,5688.0,-16.9,46.0
2023-12-01,vampire_survivors,208.0,-246.0,-54.2,15074.0,15.0,-5.0,-25.0,48.0,152000.0,15023.0,5816.0,63.2,8074.0,41.9,57.0
2024-01-01,vampire_survivors,260.0,52.0,25.0,6170.0,11.0,-4.0,-27.0,28.0,181000.0,11607.0,-3416.0,-22.7,6661.0,-17.5,
2024-02-01,vampire_survivors,149.0,-111.0,-42.7,3782.0,12.0,1.0,9.1,30.0,111000.0,6845.0,-4762.0,-41.0,4336.0,-34.9,
2024-03-01,vampire_survivors,56.0,-93.0,-62.4,1031.0,8.0,-4.0,-33.3,24.0,40100.0,8630.0,1785.0,26.1,4806.0,10.8,
2024-04-01,vampire_survivors,220.0,164.0,293.0,23289.0,14.0,6.0,75.0,50.0,164000.0,7118.0,-1512.0,-17.5,3909.0,-18.7,
2024-05-01,vampire_survivors,215.0,-5.0,-2.3,32107.0,9.0,-5.0,-35.7,24.0,153000.0,12585.0,5467.0,76.8,5604.0,43.4,
2024-06-01,vampire_survivors,55.0,-160.0,-74.4,6048.0,7.0,-2.0,-22.2,19.0,40800.0,5944.0,-6641.0,-52.8,3707.0,-33.9,
2024-07-01,vampire_survivors,101.0,46.0,83.6,6401.0,10.0,3.0,43.0,46.0,73500.0,5792.0,-152.0,-2.6,3873.0,4.5,
2024-08-01,vampire_survivors,197.0,96.0,95.0,24832.0,16.0,6.0,60.0,42.0,141000.0,9996.0,4204.0,72.6,4613.0,19.1,
2024-09-01,vampire_survivors,123.0,-74.0,-37.6,9710.0,14.0,-2.0,-12.5,182.0,91100.0,5984.0,-4012.0,-40.1,3778.0,-18.1,
2024-10-01,vampire_survivors,431.0,308.0,250.0,12770.0,31.0,17.0,121.0,209.0,310000.0,16052.0,10068.0,168.2,3992.0,5.7,
2024-11-01,vampire_survivors,147.0,-284.0,-65.9,8393.0,15.0,-16.0,-51.6,49.0,109000.0,19812.0,3760.0,23.4,9089.0,127.7,
2024-12-01,vampire_survivors,71.0,-76.0,-51.7,1693.0,13.0,-2.0,-13.3,30.0,52600.0,8237.0,-11575.0,-58.4,5145.0,-43.4,
2025-01-01,vampire_survivors,172.0,101.0,142.0,10685.0,10.0,-3.0,-23.1,27.0,116000.0,7075.0,-1162.0,-14.1,4540.0,-11.8,
2025-02-01,vampire_survivors,117.0,-55.0,-32.0,22240.0,9.0,-1.0,-10.0,25.0,87400.0,5880.0,-1195.0,-16.9,3719.0,-18.1,
2025-03-01,vampire_survivors,105.0,-12.0,-10.0,2920.0,12.0,3.0,33.3,48.0,75800.0,5771.0,-109.0,-1.9,3487.0,-6.2,
2025-04-01,vampire_survivors,66.0,-39.0,-37.1,2770.0,8.0,-4.0,-33.3,22.0,49100.0,12811.0,7040.0,122.0,5204.0,49.2,
2025-05-01,vampire_survivors,63.0,-3.0,-4.5,1884.0,7.0,-1.0,-12.5,24.0,45600.0,6042.0,-6769.0,-52.8,3701.0,-28.9,
2025-06-01,vampire_survivors,390.0,327.0,519.0,29718.0,7.0,,,19.0,289000.0,6021.0,-21.0,-0.3,3288.0,-11.2,
2025-07-01,vampire_survivors,310.0,-80.0,-20.5,17083.0,7.0,,,19.0,231000.0,5179.0,-842.0,-14.0,3310.0,0.7,
2025-08-01,vampire_survivors,138.0,-172.0,-55.5,14309.0,7.0,,,22.0,99400.0,4517.0,-662.0,-12.8,2975.0,-10.1,
2025-09-01,vampire_survivors,86.0,-52.0,-37.7,9186.0,11.0,4.0,57.1,67.0,64300.0,4204.0,-313.0,-6.9,2801.0,-5.8,
2025-10-01,vampire_survivors,94.0,8.0,9.3,1585.0,18.0,7.0,63.6,61.0,68200.0,13901.0,9697.0,230.7,4764.0,70.1,
2025-11-01,vampire_survivors,57.0,-37.0,-39.4,467.0,9.0,-9.0,-50.0,25.0,42400.0,15557.0,1656.0,11.9,6812.0,43.0,
2025-12-01,vampire_survivors,78.0,21.0,36.8,2918.0,9.0,,,23.0,56900.0,5562.0,-9995.0,-64.2,3944.0,-42.1,
2026-01-01,vampire_survivors,36.0,-42.0,-53.8,567.0,8.0,-1.0,-11.1,22.0,24200.0,5770.0,208.0,3.7,3720.0,-5.7,
2026-02-01,vampire_survivors,28.0,-8.0,-22.2,1201.0,6.0,-2.0,-25.0,21.0,21400.0,4842.0,-928.0,-16.1,3144.0,-15.5,
2026-03-01,vampire_survivors,49.0,21.0,75.0,6678.0,6.0,,,19.0,28500.0,4592.0,-250.0,-5.2,2828.0,-10.1,
2026-04-01,vampire_survivors,,,,,,,,,,7778.0,3186.0,69.4,3143.0,11.1,
